incident_id,timestamp_epoch,datetime_iso,location_id,location_name,incident_type,severity,involved_track_ids,golongan_types,speed_kmh,location_description,title,description
ALT-0014,1789817933.877,2026-09-19 18:38:53.876,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5031,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5031),Sepeda motor #5031 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0015,1789817934.852,2026-09-19 18:38:54.852,312,Underpass Unila Arah Rajabasa,LAWAN_ARAH,CRITICAL,5031,Golongan VI-A,17.4,Underpass Unila Arah Rajabasa,BAHAYA: Kendaraan Lawan Arah! (Sepeda Motor (Taat Helm) #5031),Sepeda Motor (Taat Helm) #5031 melaju ke atas melawan arus lajur masuk underpass.
ALT-0016,1789817935.015,2026-09-19 18:38:55.015,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5035,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5035),Sepeda motor #5035 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0017,1789817936.224,2026-09-19 18:38:56.223,312,Underpass Unila Arah Rajabasa,LAWAN_ARAH,CRITICAL,4524,Golongan I,12.9,Underpass Unila Arah Rajabasa,BAHAYA: Kendaraan Lawan Arah! (Sedan/Jip/Pick-up #4524),Sedan/Jip/Pick-up #4524 melaju ke atas melawan arus lajur masuk underpass.
ALT-0018,1789817942.518,2026-09-19 18:39:02.518,312,Underpass Unila Arah Rajabasa,LAWAN_ARAH,CRITICAL,4564,Golongan VI-A;Golongan II,0.0,Underpass Unila Arah Rajabasa,BAHAYA: Kendaraan Lawan Arah! (Sepeda Motor (Taat Helm) #4564),Sepeda Motor (Taat Helm) #4564 melaju ke atas melawan arus lajur masuk underpass.
ALT-0019,1789817951.87,2026-09-19 18:39:11.870,312,Underpass Unila Arah Rajabasa,LAWAN_ARAH,CRITICAL,4664,Golongan I,4.0,Underpass Unila Arah Rajabasa,BAHAYA: Kendaraan Lawan Arah! (Bus #4664),Bus #4664 melaju ke atas melawan arus lajur masuk underpass.
ALT-0020,1789817954.517,2026-09-19 18:39:14.517,312,Underpass Unila Arah Rajabasa,LAWAN_ARAH,CRITICAL,4673,Golongan II,6.4,Underpass Unila Arah Rajabasa,BAHAYA: Kendaraan Lawan Arah! (Truk 2 Gandar #4673),Truk 2 Gandar #4673 melaju ke atas melawan arus lajur masuk underpass.
ALT-0021,1789817955.129,2026-09-19 18:39:15.129,312,Underpass Unila Arah Rajabasa,LAWAN_ARAH,CRITICAL,4677,Golongan I,8.1,Underpass Unila Arah Rajabasa,BAHAYA: Kendaraan Lawan Arah! (Sedan/Jip/Pick-up #4677),Sedan/Jip/Pick-up #4677 melaju ke atas melawan arus lajur masuk underpass.
ALT-0001,1789818893.43,2026-09-19 18:54:53.429,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,4788,Golongan VI-B,10.4,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#4788),Sepeda motor #4788 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0002,1789818893.43,2026-09-19 18:54:53.429,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5010,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5010),Sepeda motor #5010 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0003,1789818894.101,2026-09-19 18:54:54.101,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5011,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5011),Sepeda motor #5011 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0004,1789818899.209,2026-09-19 18:54:59.209,312,Underpass Unila Arah Rajabasa,KENDARAAN_BERHENTI,WARNING,4825,Golongan III,0.0,Underpass Unila Arah Rajabasa,Kendaraan Berhenti di Underpass (Truk 3 Gandar #4825),Truk 3 Gandar #4825 terhenti di jalur underpass selama 4.2 detik.
ALT-0005,1789818907.821,2026-09-19 18:55:07.821,312,Underpass Unila Arah Rajabasa,LAWAN_ARAH,CRITICAL,4886,Golongan I,12.5,Underpass Unila Arah Rajabasa,BAHAYA: Kendaraan Lawan Arah! (Sedan/Jip/Pick-up #4886),Sedan/Jip/Pick-up #4886 melaju ke atas melawan arus lajur masuk underpass.
ALT-0006,1789818912.241,2026-09-19 18:55:12.240,312,Underpass Unila Arah Rajabasa,LAWAN_ARAH,CRITICAL,4914,Golongan I,9.7,Underpass Unila Arah Rajabasa,BAHAYA: Kendaraan Lawan Arah! (Sedan/Jip/Pick-up #4914),Sedan/Jip/Pick-up #4914 melaju ke atas melawan arus lajur masuk underpass.
ALT-0007,1789818913.42,2026-09-19 18:55:13.420,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5017,Golongan VI-B;Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5017),Sepeda motor #5017 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0008,1789818913.42,2026-09-19 18:55:13.420,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5018,Golongan VI-B;Golongan VI-A;Golongan VI-B;Golongan VI-A;Golongan VI-A,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5018),Sepeda motor #5018 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0009,1789818913.42,2026-09-19 18:55:13.420,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5020,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5020),Sepeda motor #5020 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0010,1789818913.639,2026-09-19 18:55:13.638,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,4935,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#4935),Sepeda motor #4935 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
