incident_id,timestamp_epoch,datetime_iso,location_id,location_name,incident_type,severity,involved_track_ids,golongan_types,speed_kmh,location_description,title,description
ALT-0013,1789819689.215,2026-09-19 19:08:09.215,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5026,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5026),Sepeda motor #5026 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0014,1789819689.215,2026-09-19 19:08:09.215,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5028,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5028),Sepeda motor #5028 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0015,1789819690.171,2026-09-19 19:08:10.171,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5030,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5030),Sepeda motor #5030 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0016,1789819690.991,2026-09-19 19:08:10.991,312,Underpass Unila Arah Rajabasa,LAWAN_ARAH,CRITICAL,5030,Golongan VI-A,19.3,Underpass Unila Arah Rajabasa,BAHAYA: Kendaraan Lawan Arah! (Sepeda Motor (Taat Helm) #5030),Sepeda Motor (Taat Helm) #5030 melaju ke atas melawan arus lajur masuk underpass.
ALT-0017,1789819692.036,2026-09-19 19:08:12.036,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5034,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5034),Sepeda motor #5034 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0018,1789819693.009,2026-09-19 19:08:13.008,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5039,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5039),Sepeda motor #5039 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0019,1789819693.95,2026-09-19 19:08:13.949,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5042,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5042),Sepeda motor #5042 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0020,1789819694.191,2026-09-19 19:08:14.190,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5043,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5043),Sepeda motor #5043 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0021,1789819698.174,2026-09-19 19:08:18.174,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5046,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5046),Sepeda motor #5046 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0022,1789819701.791,2026-09-19 19:08:21.791,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5048,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5048),Sepeda motor #5048 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0023,1789819701.791,2026-09-19 19:08:21.791,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,304,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#304),Sepeda motor #304 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0024,1789819702.321,2026-09-19 19:08:22.320,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5049,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5049),Sepeda motor #5049 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0025,1789819704.521,2026-09-19 19:08:24.521,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5052,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5052),Sepeda motor #5052 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0026,1789819707.148,2026-09-19 19:08:27.147,312,Underpass Unila Arah Rajabasa,LAWAN_ARAH,CRITICAL,406,Golongan III,16.0,Underpass Unila Arah Rajabasa,BAHAYA: Kendaraan Lawan Arah! (Truk 3 Gandar #406),Truk 3 Gandar #406 melaju ke atas melawan arus lajur masuk underpass.
ALT-0027,1789819708.885,2026-09-19 19:08:28.885,312,Underpass Unila Arah Rajabasa,LAWAN_ARAH,CRITICAL,435,Golongan I,14.9,Underpass Unila Arah Rajabasa,BAHAYA: Kendaraan Lawan Arah! (Sedan/Jip/Pick-up #435),Sedan/Jip/Pick-up #435 melaju ke atas melawan arus lajur masuk underpass.
ALT-0028,1789819713.039,2026-09-19 19:08:33.038,312,Underpass Unila Arah Rajabasa,KENDARAAN_BERHENTI,WARNING,399,Golongan VI-A,2.3,Underpass Unila Arah Rajabasa,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #399),Sepeda Motor (Taat Helm) #399 terhenti di jalur underpass selama 3.0 detik.
ALT-0029,1789819714.605,2026-09-19 19:08:34.604,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5058,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5058),Sepeda motor #5058 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0030,1789819714.605,2026-09-19 19:08:34.604,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5059,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5059),Sepeda motor #5059 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0031,1789819716.295,2026-09-19 19:08:36.295,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5062,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5062),Sepeda motor #5062 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0032,1789819716.649,2026-09-19 19:08:36.648,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5063,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5063),Sepeda motor #5063 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0033,1789819716.649,2026-09-19 19:08:36.648,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5064,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5064),Sepeda motor #5064 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0034,1789819721.091,2026-09-19 19:08:41.090,312,Underpass Unila Arah Rajabasa,PELANGGARAN_HELM,WARNING,5069,Golongan VI-B,0.0,Underpass Unila Arah Rajabasa,ETLE: Pengendara Motor Tanpa Helm (#5069),Sepeda motor #5069 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0035,1789819724.042,2026-09-19 19:08:44.041,312,Underpass Unila Arah Rajabasa,LAWAN_ARAH,CRITICAL,609,Golongan I,16.4,Underpass Unila Arah Rajabasa,BAHAYA: Kendaraan Lawan Arah! (Sedan/Jip/Pick-up #609),Sedan/Jip/Pick-up #609 melaju ke atas melawan arus lajur masuk underpass.
ALT-0001,1789819888.655,2026-09-19 19:11:28.654,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,9,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#9),Sepeda motor #9 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0002,1789819888.655,2026-09-19 19:11:28.654,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,11,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#11),Sepeda motor #11 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0003,1789819888.655,2026-09-19 19:11:28.654,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,13,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#13),Sepeda motor #13 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0004,1789819888.655,2026-09-19 19:11:28.654,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,14,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#14),Sepeda motor #14 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0005,1789819888.655,2026-09-19 19:11:28.654,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,15,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#15),Sepeda motor #15 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0006,1789819891.734,2026-09-19 19:11:31.733,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,2,Golongan VI-A,0.0,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #2),Sepeda Motor (Taat Helm) #2 terhenti di jalur underpass selama 3.1 detik.
ALT-0007,1789819891.734,2026-09-19 19:11:31.733,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,6,Golongan I,3.0,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sedan/Jip/Pick-up #6),Sedan/Jip/Pick-up #6 terhenti di jalur underpass selama 3.1 detik.
ALT-0008,1789819891.734,2026-09-19 19:11:31.733,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,7,Golongan VI-A,1.1,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #7),Sepeda Motor (Taat Helm) #7 terhenti di jalur underpass selama 3.1 detik.
ALT-0009,1789819891.734,2026-09-19 19:11:31.733,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,13,Golongan VI-B,0.1,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Tanpa Helm) #13),Sepeda Motor (Tanpa Helm) #13 terhenti di jalur underpass selama 3.1 detik.
ALT-0010,1789819892.252,2026-09-19 19:11:32.252,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,11,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Tanpa Helm) #11),Sepeda Motor (Tanpa Helm) #11 terhenti di jalur underpass selama 3.6 detik.
ALT-0011,1789819894.223,2026-09-19 19:11:34.223,282,Perempatan Jl. Jendral Sudirman,TABRAKAN,CRITICAL,1;106,Golongan I;Golongan V,3.3,Perempatan Jl. Jendral Sudirman,KECELAKAAN: Tabrakan Antar Kendaraan (#1 & #106),Terjadi benturan/tabrakan antara Bus #1 dan Truk 5+ Gandar #106.
ALT-0012,1789819895.911,2026-09-19 19:11:35.911,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,139,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#139),Sepeda motor #139 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0013,1789819896.682,2026-09-19 19:11:36.682,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,153,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#153),Sepeda motor #153 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0014,1789819896.858,2026-09-19 19:11:36.857,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,158,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#158),Sepeda motor #158 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0015,1789819897.24,2026-09-19 19:11:37.240,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,104,Golongan VI-A,0.0,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #104),Sepeda Motor (Taat Helm) #104 terhenti di jalur underpass selama 3.5 detik.
ALT-0016,1789819897.846,2026-09-19 19:11:37.845,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,117,Golongan VI-A,0.8,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #117),Sepeda Motor (Taat Helm) #117 terhenti di jalur underpass selama 3.0 detik.
ALT-0017,1789819899.098,2026-09-19 19:11:39.098,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,199,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#199),Sepeda motor #199 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0018,1789819899.29,2026-09-19 19:11:39.290,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,210,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#210),Sepeda motor #210 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0019,1789819899.473,2026-09-19 19:11:39.472,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,215,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#215),Sepeda motor #215 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0020,1789819899.77,2026-09-19 19:11:39.770,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,153,Golongan VI-A,0.4,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #153),Sepeda Motor (Taat Helm) #153 terhenti di jalur underpass selama 3.1 detik.
ALT-0021,1789819899.916,2026-09-19 19:11:39.916,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,158,Golongan VI-B,1.8,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Tanpa Helm) #158),Sepeda Motor (Tanpa Helm) #158 terhenti di jalur underpass selama 3.1 detik.
ALT-0022,1789819903.555,2026-09-19 19:11:43.554,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,334,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#334),Sepeda motor #334 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0023,1789819904.202,2026-09-19 19:11:44.202,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,376,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#376),Sepeda motor #376 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0024,1789819904.374,2026-09-19 19:11:44.373,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,387,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#387),Sepeda motor #387 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0025,1789819904.708,2026-09-19 19:11:44.708,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,203,Golongan VI-A,0.0,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #203),Sepeda Motor (Taat Helm) #203 terhenti di jalur underpass selama 5.6 detik.
ALT-0026,1789819906.26,2026-09-19 19:11:46.259,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,458,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#458),Sepeda motor #458 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0027,1789819906.964,2026-09-19 19:11:46.964,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,474,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#474),Sepeda motor #474 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0028,1789819908.489,2026-09-19 19:11:48.489,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,2,Golongan VI-B,0.1,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#2),Sepeda motor #2 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0029,1789819908.643,2026-09-19 19:11:48.642,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,510,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#510),Sepeda motor #510 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0030,1789819908.787,2026-09-19 19:11:48.787,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,439,Golongan VI-A,0.0,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #439),Sepeda Motor (Taat Helm) #439 terhenti di jalur underpass selama 3.1 detik.
ALT-0031,1789819909.266,2026-09-19 19:11:49.265,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,458,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Tanpa Helm) #458),Sepeda Motor (Tanpa Helm) #458 terhenti di jalur underpass selama 3.0 detik.
ALT-0032,1789819909.462,2026-09-19 19:11:49.461,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,438,Golongan VI-A,0.0,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #438),Sepeda Motor (Taat Helm) #438 terhenti di jalur underpass selama 3.7 detik.
ALT-0033,1789819910.151,2026-09-19 19:11:50.150,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,474,Golongan VI-B,0.5,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Tanpa Helm) #474),Sepeda Motor (Tanpa Helm) #474 terhenti di jalur underpass selama 3.2 detik.
ALT-0034,1789819911.679,2026-09-19 19:11:51.678,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,510,Golongan VI-B,0.1,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Tanpa Helm) #510),Sepeda Motor (Tanpa Helm) #510 terhenti di jalur underpass selama 3.0 detik.
ALT-0035,1789819911.679,2026-09-19 19:11:51.678,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,472,Golongan VI-A,0.0,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #472),Sepeda Motor (Taat Helm) #472 terhenti di jalur underpass selama 4.7 detik.
ALT-0036,1789819912.764,2026-09-19 19:11:52.764,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,439,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#439),Sepeda motor #439 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0037,1789819917.702,2026-09-19 19:11:57.701,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,631,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#631),Sepeda motor #631 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0038,1789819920.939,2026-09-19 19:12:00.938,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,631,Golongan VI-A,0.0,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #631),Sepeda Motor (Taat Helm) #631 terhenti di jalur underpass selama 3.2 detik.
ALT-0039,1789819921.829,2026-09-19 19:12:01.828,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,642,Golongan I,2.5,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sedan/Jip/Pick-up #642),Sedan/Jip/Pick-up #642 terhenti di jalur underpass selama 3.1 detik.
ALT-0040,1789819921.829,2026-09-19 19:12:01.828,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,643,Golongan VI-A,0.2,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #643),Sepeda Motor (Taat Helm) #643 terhenti di jalur underpass selama 3.1 detik.
ALT-0041,1789819922.991,2026-09-19 19:12:02.991,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,705,Golongan VI-B,12.7,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#705),Sepeda motor #705 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0042,1789819922.991,2026-09-19 19:12:02.991,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,720,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#720),Sepeda motor #720 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0043,1789819927.244,2026-09-19 19:12:07.244,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,732,Golongan I,2.3,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sedan/Jip/Pick-up #732),Sedan/Jip/Pick-up #732 terhenti di jalur underpass selama 3.2 detik.
